NCBI GeneID	Symbol	Description	Taxonomic Name	Gene Type	Gene Group Identifier	Gene Group Method
887103	metB	cystathionine gamma-synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887106	corA	magnesium and cobalt transport transmembrane protein CorA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887107	Rv1085c	hemolysin-like protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887108	cbs	cystathionine beta-synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887109	PE_PGRS23	PE-PGRS family protein PE_PGRS23	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887113	fadA3	beta-ketoacyl CoA thiolase FadA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887114	Rv1072	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887115	greA	transcription elongation factor GreA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887116	echA9	enoyl-CoA hydratase EchA9	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887117	echA8	enoyl-CoA hydratase EchA8	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887118	vapB33	antitoxin VapB33	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887122	PE_PGRS19	PE-PGRS family protein PE_PGRS19	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887123	PE_PGRS20	PE-PGRS family protein PE_PGRS20	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887126	lpqV	lipoprotein LpqV	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887128	Rv1063c	NTE family protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887133	fadD14	fatty-acid--CoA ligase FadD14	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887134	Rv1230c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887137	Rv1234	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887140	Rv1231c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887143	tatB	Sec-independent protein translocase protein TatB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887144	Rv1226c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887150	mrr	restriction system protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887151	Rv1112	GTP-binding protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887157	lepB	signal peptidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887158	Rv0484c	short-chain type oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887163	Rv0480c	amidohydrolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887165	vapC34	ribonuclease VapC34	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887167	lprQ	lipoprotein LprQ	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887168	accD1	acetyl-/propionyl-CoA carboxylase subunit beta	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887171	Rv0488	amino acid transporter	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887173	Rv2885c	transposase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887174	sseB	thiosulfate sulfurtransferase SseB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887179	smc	chromosome partition protein Smc	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887180	Rv3295	TetR family transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887182	Rv2254c	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887184	mpt53	soluble secreted antigen Mpt53	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887188	rimM	16S rRNA processing protein RimM	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887190	Rv3553	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887192	vapC39	ribonuclease VapC39	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887196	Rv2877c	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887197	Rv3041c	ABC transporter ATP-binding protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887199	Rv0492c	GMC-type oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887203	lppO	lipoprotein LppO	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887205	ftsY	signal recognition particle receptor FtsY	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887206	Rv2949c	chorismate pyruvate-lyase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887211	glpD2	glycerol-3-phosphate dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887213	Rv2197c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887215	mscR	S-nitrosomycothiol reductase MscR	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887216	Rv2531c	amino acid decarboxylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887221	fdxB	electron transfer protein FdxB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887226	ilvN	acetolactate synthase small subunit	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887228	galE2	UDP-glucose 4-epimerase GalE	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887229	secF	protein translocase subunit SecF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887230	Rv2209	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887233	gcvT	aminomethyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887235	Rv3551	CoA-transferase subunit alpha	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887240	Rv0497	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887241	hsaA	flavin-dependent monooxygenase oxygenase subunit HsaA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887242	miaA	tRNA delta(2)-isopentenylpyrophosphate transferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887245	vapC44	ribonuclease VapC44	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887248	mmpL2	transmembrane transport protein MmpL2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887250	ceoB	TRK system potassium uptake protein CeoB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887251	Rv2576c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887253	Rv2282c	LysR family HTH-type transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887254	lpqE	lipoprotein LpqE	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887256	proC	pyrroline-5-carboxylate reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887257	pitB	phosphate permease	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887258	Rv2957	PGL/p-HBAD biosynthesis glycosyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887262	gatA	glutamyl-tRNA(GLN) amidotransferase subunit A	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887263	Rv2963	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887264	cmaA2	cyclopropane mycolic acid synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887266	vapC17	ribonuclease VapC17	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887267	Rv2073c	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887270	serB1	phosphoserine phosphatase SerB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887271	Rv3000	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887272	rpmJ	50S ribosomal protein L36	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887274	stp	multidrug resistance protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887275	Rv2971	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887276	glpD1	glycerol-3-phosphate dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887278	pimB	alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887279	mmpS2	membrane protein MmpS2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887280	hemD	uroporphyrin-III C-methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887282	Rv2709	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887285	fadA6	acetyl-CoA acetyltransferase FadA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887287	radA	DNA repair protein RadA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887288	Rv2565	NTE family protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887292	hemA	glutamyl-tRNA reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887293	hpx	non-heme haloperoxidase Hpx	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887294	Rv3175	amidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887299	pca	pyruvate carboxylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887300	PE_PGRS38	PE-PGRS family protein PE_PGRS38	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887303	lppL	lipoprotein LppL	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887306	hemC	porphobilinogen deaminase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887307	Rv0513	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887309	accA1	acetyl/propionyl-CoA carboxylase subuit alpha	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887310	Rv3520c	coenzyme F420-dependent oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887311	Rv2952	phthiotriol/phenolphthiotriol dimycocerosates methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887312	hemB	delta-aminolevulinic acid dehydratase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887313	ppgK	polyphosphate glucokinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887315	kshB	3-ketosteroid-9-alpha-hydroxylase reductase subunit	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887316	Rv2961	transposase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887319	Rv0514	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887323	Rv0517	acyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887324	Rv0516c	anti-anti-sigma factor	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887326	pyrD	dihydroorotate dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887332	rmlB	dTDP-glucose 4,6-dehydratase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887334	Rv0519c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887335	gatC	glutamyl-tRNA(GLN) amidotransferase subunit C	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887337	Rv2893	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887338	purU	formyltetrahydrofolate deformylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887339	Rv0526	thioredoxin	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887342	cdh	CDP-diacylglycerol pyrophosphatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887343	kdpB	potassium-transporting ATPase subunit B	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887344	Rv2298	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887346	yajC	membrane protein secretion factor YajC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887348	Rv2081c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887349	hemL	glutamate-1-semialdehyde 2,1-aminomutase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887351	lppJ	lipoprotein LppJ	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887352	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887355	sthA	pyridine nucleotide transhydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887356	rplS	50S ribosomal protein L19	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887357	lppY	lipoprotein LppY	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887359	nusB	N utilization substance protein B	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887361	vapC43	ribonuclease VapC43	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887362	ccdA	cytochrome C-type biogenesis protein CcdA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887363	Rv2560	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887364	Rv2850c	magnesium chelatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887365	vapC18	ribonuclease VapC18	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887367	Rv2653c	toxin	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887369	Rv2603c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887370	Rv2455c	2-oxoglutarate oxidoreductase subunit KorA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887371	snoP	glutamine amidotransferase SnoP	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887372	Rv0528	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887374	Rv2118c	tRNA (adenine(58)-N(1))-methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887376	Rv0531	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887378	hsaD	4,5-9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887380	ccsA	cytochrome C-type biogenesis protein CcsA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887382	Rv2571c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887388	Rv2655c	prophage protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887390	Rv2978c	transposase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887391	PE_PGRS6	PE-PGRS family protein PE_PGRS6	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887392	xerC	tyrosine recombinase XerC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887393	aglA	alpha-glucosidase AglA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887397	nuoA	NADH-quinone oxidoreductase subunit A	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887398	Rv2672	protease	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887399	Rv2657c	prophage protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887400	qcrB	ubiquinol-cytochrome C reductase cytochrome subunit B	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887401	amiC	amidase AmiC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887402	ppm1	polyprenol-monophosphomannose synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887403	pepN	aminopeptidase PepN	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887404	PE_PGRS51	PE-PGRS family protein PE_PGRS51	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887408	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887414	kdpA	potassium-transporting ATPase subunit A	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887415	clpC2	ATP-dependent protease ATP-binding subunit ClpC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887416	Rv0541c	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887417	fadE23	acyl-CoA dehydrogenase FadE23	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887419	Rv3077	hydrolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887420	glnA4	glutamine synthetase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887421	lppW	lipoprotein LppW	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887424	Rv2886c	resolvase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887425	ctaE	cytochrome C oxidase subunit III	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887428	Rv2639c	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887429	vapB46	antitoxin VapB46	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887430	Rv0535	5'-methylthioadenosine phosphorylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887431	Rv2631	RNA-splicing ligase RtcB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887432	vapC46	ribonuclease VapC46	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887435	Rv2454c	2-oxoglutarate oxidoreductase subunit KorB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887437	gdh	NAD-dependent glutamate dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887440	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887443	Rv2884	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887447	folP2	dihydropteroate synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887448	lppN	lipoprotein LppN	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887450	relG	toxin RelG	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887452	Rv3548c	short-chain type dehydrogenase/reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887453	Rv3552	CoA-transferase subunit beta	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887454	fadD28	long-chain-fatty-acid--AMP ligase FadD28	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887456	fadD15	long-chain-fatty-acid--CoA ligase FadD15	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887457	galE3	UDP-glucose 4-epimerase GalE	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887458	relF	antitoxin RelF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887459	Rv2272	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887460	Rv2026c	universal stress protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887465	Rv0537c	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887468	vapB43	antitoxin VapB43	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887469	Rv2091c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887471	mmpS3	membrane protein MmpS3	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887473	Rv0538	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887475	Rv2867c	GCN5-like N-acetyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887476	Rv0539	dolichyl-phosphate sugar synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887478	Rv2650c	prophage protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887479	hisS	histidine--tRNA ligase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887480	vapB38	antitoxin VapB38	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887481	cysG	multifunctional uroporphyrin-III C-methyltransferase/precorrin-2 oxidase/ferrochelatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887488	rpsI	30S ribosomal protein S9	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887492	mshC	cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887493	ceoC	TRK system potassium uptake protein CeoC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887494	Rv0543c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887496	ddn	deazaflavin-dependent nitroreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887501	htpG	chaperone protein HtpG	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887503	lhr	ATP-dependent helicase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887504	sugI	sugar-transport integral membrane protein SugI	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887505	vapB47	antitoxin VapB47	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887507	menE	2-succinylbenzoic acid--CoA ligase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887510	guaB3	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887511	Rv0544c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887513	cobD	cobalamin biosynthesis transmembrane protein CobD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887514	rpsM	30S ribosomal protein S13	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887515	vapB3	antitoxin VapB3	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887516	Rv2563	glutamine ABC transporter permease	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887517	pitA	low-affinity inorganic phosphate transporter	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887518	nagA	N-acetylglucosamine-6-phosphate deacetylase NagA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887520	Rv3322c	methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887523	rplQ	50S ribosomal protein L17	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887524	rpsK	30S ribosomal protein S11	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887525	hsaB	flavin-dependent monooxygenase reductase subunit HsaB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887526	fadD8	fatty-acid--CoA ligase FadD8	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887527	Rv0547c	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887528	mptA	alpha(1->6)-mannopyranosyltransferase A	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887530	nuoI	NADH-quinone oxidoreductase subunit I	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887531	nuoH	NADH-quinone oxidoreductase subunit H	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887534	vapC3	ribonuclease VapC3	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887541	pmmB	phosphomannomutase PmmB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887543	Rv3200c	transmembrane cation transporter	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887544	menC	muconate cycloisomerase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887545	amiA1	N-acyl-L-amino acid amidohydrolase AmiA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887549	fadD6	fatty-acid--CoA ligase FadD6	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887551	Rv0556	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
